English (en),Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,clean_name
antiquity,0,0,0,0,0,0,0,0,antiquity
antiseptic,0,0,0,0,0,0,0,1,antiseptic
antisocial,1,0,1,1,0,1,0,0,antisocial
antithesis,1,0,0,0,0,0,0,0,antithesis
antithetical,0,0,0,0,0,0,0,0,antithetical
antiviral,0,0,0,0,0,0,0,0,antiviral
antler,0,0,0,0,0,0,0,0,antler
anvil,0,0,0,0,0,0,0,0,anvil
anxiety,1,1,0,1,0,1,0,0,anxiety
anxious,0,1,0,1,0,0,0,0,anxious
aorta,0,0,0,0,0,0,0,0,aorta
apace,0,0,0,0,0,0,0,0,apace
apache,0,0,0,1,0,0,0,0,apache
apartment,0,0,0,0,0,0,0,0,apartment
apathetic,0,0,0,0,0,1,0,0,apathetic
apathy,0,0,0,0,0,1,0,0,apathy
ape,0,0,0,0,0,0,0,0,ape
aperture,0,0,0,0,0,0,0,0,aperture
apex,0,0,0,0,0,0,0,0,apex
aphid,0,0,1,0,0,0,0,0,aphid
apiece,0,0,0,0,0,0,0,0,apiece
aplomb,0,0,0,0,0,0,0,0,aplomb
apocalyptic,0,0,0,0,0,0,0,0,apocalyptic
apologetic,0,0,0,0,0,0,0,1,apologetic
apologist,0,0,0,0,0,0,0,0,apologist
apologize,0,0,0,0,0,1,0,1,apologize
apology,0,0,0,0,0,0,0,0,apology
apostasy,0,0,0,0,0,0,0,0,apostasy
apostate,0,0,0,0,0,0,0,0,apostate
apostle,0,0,0,0,0,0,0,1,apostle
apostolic,0,0,0,0,0,0,0,1,apostolic
apostrophe,0,0,0,0,0,0,0,0,apostrophe
appalling,0,0,1,1,0,0,0,0,appal
apparatus,0,0,0,0,0,0,0,0,apparatus
apparel,0,0,0,0,0,0,0,0,apparel
apparently,0,0,0,0,0,0,0,0,apparently
apparition,0,0,0,1,0,0,1,0,apparition
appeal,0,1,0,0,0,0,0,0,appeal
appearance,0,0,0,0,0,0,0,0,appearance
appease,0,0,0,0,0,0,0,0,appease
appellant,0,0,0,0,0,0,0,0,appellant
append,0,0,0,0,0,0,0,0,append
appendage,0,0,0,0,0,0,0,0,appendage
appendicitis,0,0,0,1,0,1,0,0,appendicitis
appendix,0,0,0,0,0,0,0,0,appendix
appetite,0,0,0,0,0,0,0,0,appetite
appetizer,0,0,0,0,0,0,0,0,appetizer
applause,0,0,0,0,1,0,1,1,applause
apple,0,0,0,0,0,0,0,0,apple
appliance,0,0,0,0,0,0,0,0,appliance
appliances,0,0,0,0,0,0,0,0,appliance
applicability,0,0,0,0,0,0,0,0,applicability
applicable,0,0,0,0,0,0,0,0,applicable
applicant,0,1,0,0,0,0,0,0,applicant
application,0,0,0,0,0,0,0,0,application
apply,0,0,0,0,0,0,0,0,apply
appoint,0,0,0,0,0,0,0,0,appoint
appointment,0,0,0,0,0,0,0,0,appointment
appointments,0,0,0,0,0,0,0,0,appointment
apportion,0,0,0,0,0,0,0,0,apportion
apportionment,0,0,0,0,0,0,0,0,apportionment
appraise,0,0,0,0,0,0,0,0,appraise
appreciable,0,0,0,0,0,0,0,0,appreciable
appreciation,0,0,0,0,1,0,0,1,appreciation
apprehend,0,0,0,1,0,0,0,0,apprehend
apprehension,0,0,0,1,0,0,0,0,apprehension
apprehensive,0,1,0,1,0,0,0,0,apprehensive
apprentice,0,0,0,0,0,0,0,1,apprentice
apprenticeship,0,0,0,0,0,0,0,0,apprenticeship
approach,0,0,0,0,0,0,0,0,approach
approaching,0,1,0,0,0,0,0,0,approach
approbation,0,0,0,0,0,0,0,1,approbation
appropriation,0,0,0,0,0,0,0,0,appropriation
approval,0,0,0,0,0,0,0,0,approval
approve,0,0,0,0,1,0,0,1,approve
approving,0,0,0,0,0,0,0,0,approve
approximate,0,0,0,0,0,0,0,0,approximate
approximately,0,0,0,0,0,0,0,0,approximately
approximating,0,0,0,0,0,0,0,0,approximate
approximation,0,0,0,0,0,0,0,0,approximation
appurtenances,0,0,0,0,0,0,0,0,appurtenance
apron,0,0,0,0,0,0,0,0,apron
apt,0,0,0,0,0,0,0,0,apt
aptitude,0,0,0,0,0,0,0,0,aptitude
aqua,0,0,0,0,0,0,0,0,aqua
aquamarine,0,0,0,0,0,0,0,0,aquamarine
aquarium,0,0,0,0,0,0,0,0,aquarium
aquatic,0,0,0,0,0,0,0,0,aquatic
aqueduct,0,0,0,0,0,0,0,0,aqueduct
aqueous,0,0,0,0,0,0,0,0,aqueous
arable,0,0,0,0,0,0,0,0,arable
arbiter,0,0,0,0,0,0,0,1,arbiter
arbitrate,0,0,0,0,0,0,0,0,arbitrate
arbitration,0,1,0,0,0,0,0,0,arbitration
arbitrator,0,0,0,0,0,0,0,1,arbitrator
arbor,0,0,0,0,0,0,0,0,arbor
arc,0,0,0,0,0,0,0,0,arc
arcade,0,0,0,0,0,0,0,0,arcade
arch,0,0,0,0,0,0,0,0,arch
archaeological,0,0,0,0,0,0,0,0,archaeological
archaeologist,0,0,0,0,0,0,0,0,archaeologist
archaeology,0,1,0,0,0,0,0,0,archaeology
archaic,0,0,0,0,0,0,0,0,archaic
archbishop,0,0,0,0,0,0,0,0,archbishop
arched,0,0,0,0,0,0,0,0,arch
archer,0,0,0,0,0,0,0,0,archer
archery,0,0,0,0,0,0,0,0,archery
archetype,0,0,0,0,0,0,0,0,archetype
archipelago,0,0,0,0,0,0,0,0,archipelago
architect,0,0,0,0,0,0,0,0,architect
architecture,0,0,0,0,0,0,0,1,architecture
archive,0,0,0,0,0,0,0,0,archive
arctic,0,0,0,0,0,0,0,0,arctic
ardent,0,1,0,0,1,0,0,0,ardent
ardor,0,0,0,0,0,0,0,0,ardor
arduous,0,0,0,0,0,0,0,0,arduous
area,0,0,0,0,0,0,0,0,area
arena,0,0,0,0,0,0,0,0,arena
areola,0,0,0,0,0,0,0,0,areola
argent,0,0,0,0,0,0,0,0,argent
argue,1,0,0,0,0,0,0,0,argue
argument,1,0,0,0,0,0,0,0,argument
argumentation,1,0,0,0,0,0,0,0,argumentation
argumentative,0,0,0,0,0,0,0,0,argumentative
arguments,1,0,0,0,0,0,0,0,argument
arid,0,0,0,0,0,1,0,0,arid
aristocracy,0,0,0,0,0,0,0,0,aristocracy
aristocrat,0,0,0,0,0,0,0,0,aristocrat
aristocratic,0,0,0,0,0,0,0,0,aristocratic
arithmetic,0,0,0,0,0,0,0,0,arithmetic
ark,0,0,0,0,0,0,0,0,ark
arm,0,0,0,0,0,0,0,0,arm
armada,0,0,0,0,0,0,0,0,armada
armament,1,0,0,1,0,0,0,0,armament
armaments,0,0,0,1,0,0,0,0,armament
armature,0,0,0,0,0,0,0,0,armature
armed,1,0,0,1,0,0,0,0,arm
armor,0,0,0,1,0,0,0,1,armor
armored,0,0,0,1,0,0,0,0,armored
armory,0,0,0,0,0,0,0,1,armory
arms,0,0,0,0,0,0,0,0,arm
army,0,0,0,0,0,0,0,0,army
aroma,0,0,0,0,0,0,0,0,aroma
arousal,0,0,0,0,0,0,0,0,arousal
arouse,0,1,0,0,0,0,0,0,arouse
arraignment,1,0,0,1,0,1,0,0,arraignment
arrange,0,0,0,0,0,0,0,0,arrange
arranged,0,0,0,0,0,0,0,0,arrange
arrangement,0,0,0,0,0,0,0,0,arrangement
array,0,0,0,0,0,0,0,0,array
arrears,0,0,0,0,0,0,0,0,arrears
arrest,0,0,0,0,0,0,0,0,arrest
arrival,0,1,0,0,0,0,0,0,arrival
arrive,0,1,0,0,0,0,0,0,arrive
arrogance,0,0,0,0,0,0,0,0,arrogance
arrogant,1,0,1,0,0,0,0,0,arrogant
arrow,0,0,0,0,0,0,0,0,arrow
arsenal,0,0,0,0,0,0,0,0,arsenal
arsenic,0,0,1,1,0,1,0,0,arsenic
arson,1,0,0,1,0,0,0,0,arson
art,0,1,0,0,1,1,1,0,art
artery,0,0,0,0,0,0,0,0,artery
artful,0,0,0,0,0,0,0,0,artful
arthropod,0,0,0,0,0,0,0,0,arthropod
artichoke,0,0,0,0,0,0,0,0,artichoke
article,0,0,0,0,0,0,0,0,article
articles,0,0,0,0,0,0,0,0,article
articulate,0,0,0,0,0,0,0,0,articulate
articulation,0,0,0,0,0,0,0,0,articulation
artifice,0,0,0,0,0,0,0,0,artifice
artillery,0,0,0,1,0,0,0,0,artillery
artisan,0,0,0,0,0,0,0,0,artisan
artist,0,0,0,0,0,0,0,0,artist
artiste,0,0,0,0,0,0,0,0,artiste
artistic,0,0,0,0,0,0,0,0,artistic
artists,0,0,0,0,0,0,0,0,artist
ascend,0,0,0,0,0,0,0,0,ascend
ascendancy,0,0,0,0,0,0,0,0,ascendancy
ascension,0,0,0,0,0,0,0,0,ascension
ascent,0,0,0,0,0,0,0,0,ascent
ascertain,0,0,0,0,0,0,0,0,ascertain
ascertained,0,0,0,0,0,0,0,0,ascertain
ascetic,0,0,0,0,0,0,0,0,ascetic
ash,0,0,0,0,0,0,0,0,ash
ashamed,0,0,1,0,0,1,0,0,ashamed
ashes,0,0,0,0,0,1,0,0,ash
asleep,0,0,0,0,0,0,0,0,asleep
asp,0,0,0,1,0,0,0,0,asp
aspartame,0,0,0,0,0,0,0,0,aspartame
aspect,0,0,0,0,0,0,0,0,aspect
aspects,0,0,0,0,0,0,0,0,aspect
asphalt,0,0,0,0,0,0,0,0,asphalt
aspiration,0,1,0,0,1,0,1,1,aspiration
aspire,0,1,0,0,1,0,0,0,aspire
aspiring,0,1,0,0,1,0,0,1,aspire
assail,1,0,0,1,0,0,1,0,assail
assailant,1,0,0,1,0,1,0,0,assailant
assassin,1,0,0,1,0,1,0,0,assassin
assassinate,1,0,0,1,0,0,0,0,assassinate
assassination,1,0,0,1,0,1,0,0,assassination
assault,1,0,0,1,0,0,0,0,assault
assay,0,0,0,0,0,0,0,0,assay
assemblage,0,0,0,0,0,0,0,0,assemblage
assemble,0,0,0,0,0,0,0,0,assemble
assembled,0,0,0,0,0,0,0,0,assemble
assembly,0,0,0,0,0,0,0,1,assembly
assent,0,0,0,0,0,0,0,0,assent
assert,0,0,0,0,0,0,0,0,assert
asserting,0,0,0,0,0,0,0,1,assert
assertion,0,0,0,0,0,0,0,0,assertion
assess,0,0,0,0,0,0,0,0,ass
assessment,0,0,0,0,0,0,1,1,assessment
assessor,0,0,0,0,0,0,0,1,assessor
assets,0,0,0,0,0,0,0,0,asset
asshole,1,0,1,0,0,0,0,0,asshole
assign,0,0,0,0,0,0,0,0,assign
assignee,0,0,0,0,0,0,0,1,assignee
assignment,0,0,0,0,0,0,0,0,assignment
assimilate,0,0,0,0,0,0,0,0,assimilate
assimilation,0,0,0,0,0,0,0,0,assimilation
assist,0,0,0,0,0,0,0,1,assist
assistance,0,0,0,0,0,0,0,0,assistance
assistant,0,0,0,0,0,0,0,0,assistant
associate,0,0,0,0,0,0,0,1,associate
association,0,0,0,0,0,0,0,1,association
assorted,0,0,0,0,0,0,0,0,assort
assortment,0,0,0,0,0,0,0,0,assortment
assuage,0,0,0,0,0,0,0,0,assuage
assumed,0,0,0,0,0,0,0,0,assume
assuming,0,0,0,0,0,0,0,0,assume
assumption,0,0,0,0,0,0,0,0,assumption
assurance,0,0,0,0,0,0,0,1,assurance
assure,0,0,0,0,0,0,0,1,assure
assured,0,0,0,0,0,0,0,1,assure
assuredly,0,0,0,0,0,0,0,1,assuredly
asterisk,0,0,0,0,0,0,0,0,asterisk
asteroids,0,0,0,0,0,0,0,0,asteroid
astigmatism,0,0,0,0,0,0,0,0,astigmatism
astonishingly,0,0,0,0,0,0,1,0,astonishingly
astonishment,0,0,0,0,1,0,1,0,astonishment
astral,0,0,0,0,0,0,0,0,astral
astray,0,0,0,1,0,0,0,0,astray
astringent,0,0,0,0,0,0,0,0,astringent
astrologer,0,1,0,0,0,0,0,0,astrologer
astrology,0,0,0,0,0,0,0,0,astrology
astronaut,0,0,0,0,0,0,0,0,astronaut
astronomer,0,1,0,0,0,0,0,0,astronomer
astronomy,0,0,0,0,0,0,0,0,astronomy
astute,0,0,0,0,0,0,0,0,astute
asunder,0,0,0,0,0,0,0,0,asunder
asylum,0,0,0,1,0,0,0,0,asylum
asymmetric,0,0,0,0,0,0,0,0,asymmetric
asymmetry,0,0,1,0,0,0,0,0,asymmetry
asymptotic,0,0,0,0,0,0,0,0,asymptotic
atelier,0,0,0,0,0,0,0,0,atelier
atheism,0,0,0,0,0,0,0,0,atheism
atheist,0,0,0,0,0,0,0,0,atheist
atheistic,0,0,0,0,0,0,0,0,atheistic
atherosclerosis,0,0,0,1,0,1,0,0,atherosclerosis
athlete,0,0,0,0,0,0,0,0,athlete
athletic,0,0,0,0,0,0,0,0,athletic
athleticism,0,0,0,0,0,0,0,0,athleticism
athletics,0,0,0,0,0,0,0,0,athletics
atlas,0,0,0,0,0,0,0,0,atlas
atmosphere,0,0,0,0,0,0,0,0,atmosphere
atmospheric,0,0,0,0,0,0,0,0,atmospheric
atoll,0,0,0,0,0,0,0,0,atoll
atom,0,0,0,0,0,0,0,0,atom
atomic,0,0,0,0,0,0,0,0,atomic
atone,0,1,0,0,1,0,0,1,atone
atonement,0,0,0,0,0,0,0,0,atonement
atrium,0,0,0,0,0,0,0,0,atrium
atrocious,1,0,1,0,0,0,0,0,atrocious
atrocity,1,0,1,1,0,1,0,0,atrocity
atrophy,0,0,1,1,0,1,0,0,atrophy
attach,0,0,0,0,0,0,0,0,attach
attachment,0,0,0,0,0,0,0,0,attachment
attack,1,0,0,1,0,0,0,0,attack
attacking,1,0,1,1,0,1,1,0,attack
attain,0,0,0,0,0,0,0,0,attain
attainable,0,1,0,0,0,0,0,0,attainable
attainment,0,0,0,0,0,0,0,0,attainment
attempt,0,1,0,0,0,0,0,0,attempt
attendance,0,1,0,0,0,0,0,0,attendance
attendant,0,0,0,0,0,0,0,1,attendant
attention,0,0,0,0,0,0,0,0,attention
attentive,0,0,0,0,0,0,0,1,attentive
attenuate,0,0,0,0,0,0,0,0,attenuate
attenuated,0,0,0,0,0,0,0,0,attenuate
attenuation,0,0,0,0,0,1,0,0,attenuation
attest,0,0,0,0,0,0,0,1,attest
attestation,0,0,0,0,0,0,0,1,attestation
attic,0,0,0,0,0,0,0,0,attic
attire,0,0,0,0,0,0,0,0,attire
attitude,0,0,0,0,0,0,0,0,attitude
attorney,1,0,0,1,0,0,0,1,attorney
attraction,0,0,0,0,0,0,0,0,attraction
attractiveness,0,0,0,0,0,0,0,0,attractiveness
attributable,0,0,0,0,0,0,0,0,attributable
attribute,0,0,0,0,0,0,0,0,attribute
attribution,0,0,0,0,0,0,0,0,attribution
attrition,0,0,0,0,0,0,0,0,attrition
auburn,0,0,0,0,0,0,0,0,auburn
auction,0,1,0,0,0,0,0,0,auction
auctioneer,0,0,0,0,0,0,0,0,auctioneer
audacious,0,0,0,0,0,0,0,0,audacious
audacity,0,0,0,0,0,0,0,0,audacity
audible,0,0,0,0,0,0,0,0,audible
audience,0,1,0,0,0,0,0,0,audience
audit,0,0,0,0,0,0,0,0,audit
audition,0,0,0,0,0,0,0,0,audition
auditor,0,0,0,1,0,0,0,1,auditor
auditorium,0,0,0,0,0,0,0,0,auditorium
auditory,0,0,0,0,0,0,0,0,auditory
aught,0,0,0,0,0,0,0,0,aught
augment,0,0,0,0,0,0,0,0,augment
augmentation,0,0,0,0,0,0,0,0,augmentation
august,0,0,0,0,0,0,0,0,august
aunt,0,0,0,0,0,0,0,1,aunt
aura,0,0,0,0,0,0,0,0,aura
aurora,0,0,0,0,0,0,0,0,aurora
auspices,0,0,0,0,0,0,0,0,auspex
auspicious,0,1,0,0,1,0,0,0,auspicious
austere,0,0,0,1,0,1,0,0,austere
austerity,0,0,0,0,0,0,0,0,austerity
authentic,0,0,0,0,1,0,0,1,authentic
authenticate,0,0,0,0,0,0,0,1,authenticate
authentication,0,0,0,0,0,0,0,1,authentication
authenticity,0,0,0,0,0,0,0,1,authenticity
author,0,0,0,0,0,0,0,1,author
authoritative,0,0,0,0,0,0,0,1,authoritative
authority,0,0,0,0,0,0,0,1,authority
authorization,0,0,0,0,0,0,0,1,authorization
authorize,0,0,0,0,0,0,0,1,authorize
authorized,0,0,0,0,0,0,0,0,authorize
authorship,0,0,0,0,0,0,0,0,authorship
auto,0,0,0,0,0,0,0,0,auto
autobiography,0,0,0,0,0,0,0,0,autobiography
autocratic,0,0,0,0,0,0,0,0,autocratic
autograph,0,0,0,0,0,0,0,0,autograph
automatic,0,0,0,0,0,0,0,1,automatic
automobile,0,0,0,0,0,0,0,0,automobile
autonomy,0,0,0,0,0,0,0,0,autonomy
autopsy,0,0,1,1,0,1,0,0,autopsy
autumn,0,0,0,0,0,0,0,0,autumn
auxiliary,0,0,0,0,0,0,0,0,auxiliary
avail,0,0,0,0,0,0,0,0,avail
avalanche,0,0,0,1,0,1,1,0,avalanche
avarice,1,0,1,0,0,0,0,0,avarice
avatar,0,0,0,0,0,0,0,0,avatar
avenger,1,0,0,0,0,0,0,0,avenger
avenue,0,0,0,0,0,0,0,0,avenue
aver,0,0,0,0,0,0,0,0,aver
average,0,0,0,0,0,0,0,0,average
averse,1,0,1,1,0,0,0,0,averse
aversion,1,0,1,1,0,0,0,0,aversion
avert,0,0,0,0,0,0,0,0,avert
aviary,0,0,0,0,0,0,0,0,aviary
aviation,0,0,0,0,0,0,0,0,aviation
aviator,0,0,0,0,0,0,0,0,aviator
avid,0,0,0,0,0,0,0,0,avid
avocado,0,0,0,0,0,0,0,0,avocado
avoid,0,0,0,1,0,0,0,0,avoid
avoidance,0,0,0,1,0,0,0,0,avoidance
avoiding,0,0,0,1,0,0,0,0,avoid
await,0,1,0,0,0,0,0,0,await
awake,0,0,0,0,0,0,0,0,awake
awaken,0,0,0,0,0,0,0,0,awaken
award,0,1,0,0,1,0,1,1,award
awe,0,0,0,0,0,0,0,0,awe
awful,1,0,1,1,0,1,0,0,awful
awkwardness,0,0,1,0,0,0,0,0,awkwardness
awning,0,0,0,0,0,0,0,0,awning
awry,0,0,0,0,0,0,0,0,awry
axial,0,0,0,0,0,0,0,0,axial
axiom,0,0,0,0,0,0,0,1,axiom
axiomatic,0,0,0,0,0,0,0,1,axiomatic
axis,0,0,0,0,0,0,0,0,axis
axle,0,0,0,0,0,0,0,0,axle
azimuth,0,0,0,0,0,0,0,0,azimuth
azure,0,0,0,0,0,0,0,0,azure
babble,0,0,0,0,0,0,0,0,babble
babbling,0,0,0,0,0,0,0,0,babbling
baboon,0,0,1,0,0,0,0,0,baboon
baby,0,0,0,0,1,0,0,0,baby
babysitter,0,0,0,0,0,0,0,1,babysitter
baccalaureate,0,0,0,0,0,0,0,0,baccalaureate
baccarat,0,0,0,0,0,0,0,0,baccarat
bachelor,0,0,0,0,0,0,0,0,bachelor
back,0,0,0,0,0,0,0,0,back
backbone,1,0,0,0,0,0,0,1,backbone
backer,0,0,0,0,0,0,0,1,backer
backfire,0,0,0,0,0,0,0,0,backfire
backgammon,0,0,0,0,0,0,0,0,backgammon
background,0,0,0,0,0,0,0,0,background
backhoe,0,0,0,0,0,0,0,0,backhoe
backpacker,0,0,0,0,0,0,0,0,backpacker
backtrack,0,0,0,0,0,0,0,0,backtrack
backward,0,0,0,0,0,0,0,0,backward
backwards,0,0,1,0,0,0,0,0,backwards
backwater,0,0,0,0,0,1,0,0,backwater
bacteria,0,0,1,1,0,1,0,0,bacteria
bacterium,0,0,1,1,0,0,0,0,bacterium
bad,1,0,1,1,0,1,0,0,bad
badge,0,0,0,0,0,0,0,1,badge
badger,1,0,0,0,0,0,0,0,badger
badly,0,0,0,0,0,1,0,0,badly
badness,1,0,1,1,0,0,0,0,badness
baffle,0,0,0,0,0,0,0,0,baffle
bag,0,0,0,0,0,0,0,0,bag
baggage,0,0,0,0,0,0,0,0,baggage
baggy,0,0,0,0,0,0,0,0,baggy
bagpipes,0,0,0,0,0,0,0,0,bagpipe
bail,0,0,0,0,0,0,0,0,bail
bailiff,0,0,0,1,0,0,0,1,bailiff
bait,0,0,0,1,0,0,0,1,bait
bake,0,0,0,0,0,0,0,0,bake
bakery,0,0,0,0,0,0,0,0,bakery
baking,0,0,0,0,0,0,0,0,baking
balance,0,0,0,0,0,0,0,0,balance
balanced,0,0,0,0,0,0,0,0,balance
balcony,0,0,0,0,0,0,0,0,balcony
bald,0,0,0,0,0,0,0,0,bald
bale,0,0,0,1,0,0,0,0,bale
balk,0,0,0,0,0,0,0,0,balk
ball,0,0,0,0,0,0,0,0,ball
ballad,0,0,0,0,0,0,0,0,ballad
ballast,0,0,0,0,0,0,0,0,ballast
ballet,0,0,0,0,0,0,0,0,ballet
balloon,0,0,0,0,0,0,0,0,balloon
ballot,0,1,0,0,0,0,0,1,ballot
ballroom,0,0,0,0,0,0,0,0,ballroom
balm,0,1,0,0,1,0,0,0,balm
balmy,0,0,0,0,0,0,0,0,balmy
balsam,0,0,0,0,0,0,0,0,balsam
balsamic,0,0,0,0,0,0,0,0,balsamic
ban,0,0,0,0,0,0,0,0,ban
banana,0,0,0,0,0,0,0,0,banana
band,0,0,0,0,0,0,0,0,band
bandage,0,0,0,0,0,0,0,0,bandage
bandit,0,0,0,0,0,0,0,0,bandit
bandwagon,0,0,0,0,0,0,0,0,bandwagon
bane,1,0,1,1,0,0,0,0,bane
bang,1,0,1,1,0,1,1,0,bang
banger,1,1,0,1,0,0,1,0,banger
banish,1,0,1,1,0,1,0,0,banish
banished,1,0,0,1,0,1,0,0,banish
banishment,1,0,1,0,0,1,0,0,banishment
banjo,0,0,0,0,0,0,0,0,banjo
bank,0,0,0,0,0,0,0,1,bank
banker,0,0,0,0,0,0,0,1,banker
bankrupt,0,0,0,1,0,1,0,0,bankrupt
bankruptcy,1,0,1,1,0,1,0,0,bankruptcy
banner,0,0,0,0,0,0,0,0,banner
banquet,0,1,0,0,1,0,0,0,banquet
banshee,1,0,1,1,0,1,0,0,banshee
banter,0,0,0,0,0,0,0,0,banter
baptism,0,0,0,0,0,0,0,0,baptism
baptismal,0,0,0,0,1,0,0,0,baptismal
bar,0,0,0,0,0,0,0,0,bar
barb,1,0,0,0,0,0,0,0,barb
barbarian,0,0,0,1,0,0,0,0,barbarian
barbaric,1,0,1,1,0,0,0,0,barbaric
barbarism,0,0,0,0,0,0,0,0,barbarism
barbecue,0,0,0,0,0,0,0,0,barbecue
barbed,0,0,0,0,0,0,0,0,barbed
bard,0,0,0,0,0,0,0,0,bard
bareback,0,0,0,0,0,0,0,0,bareback
barefoot,0,0,0,0,0,0,0,0,barefoot
barely,0,0,0,0,0,0,0,0,barely
barf,0,0,1,0,0,0,0,0,barf
bargain,0,0,0,0,0,0,0,1,bargain
barge,0,0,0,0,0,0,0,0,barge
baritone,0,0,0,0,0,0,0,0,baritone
bark,1,0,0,0,0,0,0,0,bark
barn,0,0,0,0,0,0,0,0,barn
barometer,0,0,0,0,0,0,0,0,barometer
baron,0,0,0,0,0,0,0,0,baron
baroque,0,0,0,0,0,0,0,0,baroque
barrack,0,0,0,0,0,0,0,0,barrack
barred,0,0,0,0,0,0,0,0,bar
barrel,0,0,0,0,0,0,0,0,barrel
barren,0,0,0,0,0,1,0,0,barren
barricade,0,0,0,1,0,0,0,0,barricade
barrier,1,0,0,0,0,0,0,0,barrier
barring,0,0,0,0,0,0,0,0,bar
barrister,0,0,0,0,0,0,0,0,barrister
barrow,0,0,1,0,0,0,0,0,barrow
bartender,0,0,0,0,0,0,0,1,bartender
barter,0,0,0,0,0,0,0,1,barter
base,0,0,0,0,0,0,0,1,base
baseball,0,0,0,0,0,0,0,0,baseball
baseboard,0,0,0,0,0,0,0,0,baseboard
baseless,0,0,0,0,0,0,0,0,baseless
basement,0,0,0,0,0,0,0,0,basement
basilica,0,0,0,0,0,0,0,0,basilica
basin,0,0,0,0,0,0,0,0,basin
basis,0,0,0,0,0,0,0,0,basis
bask,0,0,0,0,0,0,0,0,bask
basket,0,0,0,0,0,0,0,0,basket
basketball,0,1,0,0,1,0,0,0,basketball
bass,0,0,0,0,0,0,0,0,bass
basso,0,0,0,0,0,0,0,0,basso
bassoon,0,0,0,0,0,0,0,0,bassoon
bastard,0,0,1,0,0,1,0,0,bastard
bastion,1,0,0,0,0,0,0,0,bastion
bat,0,0,0,0,0,0,0,0,bat
batch,0,0,0,0,0,0,0,0,batch
batching,0,0,0,0,0,0,0,0,batching
bate,0,0,0,0,0,0,0,0,bate
bath,0,0,0,0,0,0,0,0,bath
bathe,0,0,0,0,0,0,0,0,bathe
bathroom,0,0,0,0,0,0,0,0,bathroom
bathymetry,0,0,0,0,0,0,0,0,bathymetry
baton,0,0,0,0,0,0,0,0,baton
battalion,1,0,0,0,0,0,0,0,battalion
batter,1,0,0,1,0,0,0,0,batter
battered,0,0,0,1,0,1,0,0,batter
battery,1,0,0,0,0,0,0,0,battery
battle,1,0,0,0,0,0,0,0,battle
battled,1,0,0,1,0,1,0,0,battle
battlefield,0,0,0,1,0,0,0,0,battlefield
bawdy,0,0,0,0,0,0,0,0,bawdy
bay,0,0,0,0,0,0,0,0,bay
bayonet,1,0,0,1,0,0,0,0,bayonet
bayou,0,0,0,0,0,0,0,0,bayou
bazaar,0,0,0,0,0,0,0,0,bazaar
beach,0,0,0,0,1,0,0,0,beach
beacon,0,0,0,0,0,0,0,0,beacon
bead,0,0,0,0,0,0,0,0,bead
beading,0,0,0,0,0,0,0,0,beading
beads,0,0,0,0,0,0,0,0,bead
beagle,0,0,0,0,0,0,0,0,beagle
beak,0,0,0,0,0,0,0,0,beak
beaker,0,0,0,0,0,0,0,0,beaker
beam,0,0,0,0,1,0,0,0,beam
beaming,0,1,0,0,1,0,0,0,beam
bear,1,0,0,1,0,0,0,0,bear
beard,0,0,0,0,0,0,0,0,beard
bearded,0,0,0,0,0,0,0,0,beard
bearer,0,0,0,0,0,0,0,0,bearer
bearing,0,0,0,0,0,0,0,0,bearing
bearings,0,0,0,0,0,0,0,0,bearing
bearish,1,0,0,1,0,0,0,0,bearish
beast,1,0,0,1,0,0,0,0,beast
beastly,0,0,1,1,0,0,0,0,beastly
beat,0,0,0,0,0,0,0,0,beat
beating,1,0,0,1,0,1,0,0,beating
beau,0,0,0,0,0,0,0,0,beau
beautification,0,0,0,0,1,0,0,1,beautification
beautiful,0,0,0,0,1,0,0,0,beautiful
beautify,0,0,0,0,1,0,0,0,beautify
beauty,0,0,0,0,1,0,0,0,beauty
beck,0,0,0,0,0,0,0,0,beck
beckon,0,0,0,0,0,0,0,0,beckon
bed,0,0,0,0,0,0,0,0,bed
bedding,0,0,0,0,0,0,0,0,bedding
bedrock,0,0,0,0,0,0,0,1,bedrock
bedroom,0,0,0,0,0,0,0,0,bedroom
bedtime,0,0,0,0,0,0,0,0,bedtime
bee,1,0,0,1,0,0,0,0,bee
beef,0,0,0,0,0,0,0,0,beef
beehive,0,0,0,0,0,0,0,0,beehive
beer,0,0,0,0,1,0,0,0,beer
beeswax,0,0,0,0,0,0,0,0,beeswax
beetle,0,0,0,0,0,0,0,0,beetle
befall,0,0,0,0,0,0,0,0,befall
befitting,0,0,0,0,0,0,0,0,befit
befriend,0,0,0,0,1,0,0,1,befriend
beg,0,0,0,0,0,1,0,0,beg
beggar,0,0,0,0,0,1,0,0,beggar
begging,0,0,0,0,0,0,0,0,beg
begin,0,0,0,0,0,0,0,0,begin
beginner,0,0,0,0,0,0,0,0,beginner
beginning,0,0,0,0,0,0,0,0,begin
begun,0,1,0,0,0,0,0,0,begin
behavior,0,0,0,0,0,0,0,0,behavior
behemoth,0,0,0,1,0,0,0,0,behemoth
behest,0,0,0,0,0,0,0,0,behest
behold,0,0,0,0,0,0,0,0,behold
beholden,0,0,0,0,0,0,0,0,beholden
beholder,0,0,0,0,0,0,0,0,beholder
belated,0,0,0,0,0,0,0,0,belated
belay,0,0,0,0,0,0,0,0,belay
